lsoa11,All_Patients,adqs,items,nic,all_ages,adqs_r,items_r,nic_r
95AA02W1,1,9.70361093631862,0.275694931090867,0.460696683017986,,,,
95AA06S1,1,15.2658862771244,0.51706253315259,0.83341781104497,,,,
95AA06S2,1,16.0204462872236,0.556948640483384,0.913478096676737,,,,
95AA07W1,1,11.5988944141372,0.396212049110117,0.557699628818883,,,,
95AA10W1,2,17.3200563244666,0.496360392577187,0.836602223902169,,,,
95AA13S2,1,8.56462905528933,0.202034739454094,0.43293300248139,,,,
95AA14W1,1,11.6903921010621,0.355119384864427,0.596083007329466,,,,
95AA18W1,1,1.05911376193804,0.0324774789249869,0.0643611084332187,,,,
95BB03S2,1,8.53539912513895,0.253543307086614,0.475024085224641,,,,
95BB04S1,1,6.96088979917337,0.243103916071267,0.366479153477435,,,,
95BB10S2,1,9.94530159006276,0.267798353909465,0.594166152263374,,,,
95BB12S1,1,13.9385365569164,0.548250478975497,0.801547847131189,,,,
95BB15S1,1,12.6191934262117,0.465933036759541,0.878526106298291,,,,
95BB15S2,1,9.65729502843834,0.371405522158899,0.535048273349468,,,,
95BB16S2,1,7.1897205035213,0.183717774762551,0.398229036635007,,,,
95BB22S2,1,7.14172291038079,0.314883148831488,0.400062525625256,,,,
95CC02W1,1,10.0888914993788,0.263578274760383,0.561911164359247,,,,
95CC04W1,2,23.3105108401369,0.675173689956502,1.17699050293949,,,,
95CC06S2,3,31.7135234393831,1.05883838747604,1.59414780616056,,,,
95CC10W1,1,6.75727363169788,0.155434972868896,0.422077717486434,,,,
95CC14W1,1,12.0672791610146,0.39310229365478,0.671125062782521,,,,
95CC20S2,1,7.01348033571285,0.183149263721553,0.402451472556894,,,,
95CC22W1,1,6.31514259862359,0.188037661721872,0.363058998848473,,,,
95DD08W1,2,23.8623821370286,0.898193189593767,1.41840323825059,,,,
95DD09W1,1,8.49586713588502,0.282615562809308,0.713102032220701,,,,
95DD14S2,1,11.1961421869593,0.323484720580787,0.553987843997974,,,,
95DD16W1,2,23.575571224993,0.741998309944479,1.39858184869553,,,,
95DD19S2,1,9.70361093631862,0.275694931090867,0.460696683017986,,,,
95EE06W1,1,7.14172291038079,0.314883148831488,0.400062525625256,,,,
95EE07W1,1,6.44924613426602,0.194888178913738,0.313953253741382,,,,
95EE14W1,1,8.56101857387134,0.250096302003082,0.47788906009245,,,,
95FF07W1,1,7.37644041842447,0.226989713048186,0.382609637249594,,,,
95FF10W1,2,11.8581862847427,0.25635926754495,0.542754163559533,,,,
95FF15W1,1,14.5768695476123,0.425288540807914,0.792826669414674,,,,
95FF17W1,1,10.6086738196248,0.346951659451659,0.602232142857143,,,,
95GG02S3,1,7.14172291038079,0.314883148831488,0.400062525625256,,,,
95GG03S3,1,11.7600919493695,0.383222818650668,0.667699189558994,,,,
95GG05S2,3,37.6364737454966,1.27972891787097,2.18424858563612,,,,
95GG05S3,1,1.05911376193804,0.0324774789249869,0.0643611084332187,,,,
95GG09S1,1,2.9952243249179,0.110228802153432,0.193405114401077,,,,
95GG09S3,1,6.64840853074918,0.224980165476595,0.306277910007934,,,,
95GG11S2,2,15.2408978192916,0.468161600829528,1.03941532267961,,,,
95GG11S3,1,8.0706260049762,0.241165440646185,0.426451752488101,,,,
95GG12S1,1,6.11135145742328,0.176828443963769,0.295160200081114,,,,
95GG12S2,1,8.23050389157839,0.187171751033635,0.552470667113644,,,,
95GG12S4,1,3.92534976532286,0.0861496483994904,0.210249380561156,,,,
95GG12S5,1,10.0519898028665,0.341336890469838,0.632691566622203,,,,
95GG14S2,1,6.77634483013348,0.221676978877747,0.443712796031577,,,,
95GG15S2,2,13.6674419376305,0.392236466576286,0.720006480197527,,,,
